,Canonical_smiles,Murcko,ClassD,No
5750,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)c6ncccn6,O=C(N1CCc2ncccc2C1)C12CC(NC3CCOCC3)CC1CN(c1ncccn1)C2,0,4095
5156,OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,c1ccc2oc(C3CCCNC3)cc2c1,0,7769
2691,CN(C)CCC1=C(Cc2cccnn2)c3ccc(Cl)cc3C1,C1=C(Cc2cccnn2)c2ccccc2C1,1,1091
4138,Cc1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,0,806
468,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,c1ccc(NCc2cnc3ncncc3n2)cc1,0,7569
4337,FC(F)(F)c1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,O=C(Nc1ccccc1)N1CCN(CC2CCCN(C3CC3)C2)CC1,1,5355
7699,Fc1ccc(c(F)c1)S(=O)(=O)NCCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,5374
4207,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCN3CCCCC3)cc2)c1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,0,3028
4414,Fc1ccc(cc1)N(CCNCCCc2ccccc2)c3ccc(F)cc3,c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1,1,7573
3876,CC1(C)NCCc2c1oc3cc(ccc23)S(=O)(=O)c4cccc(F)c4,O=S(=O)(c1ccccc1)c1ccc2c3c(oc2c1)CNCC3,1,4162
1417,CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,O=c1cc[nH]c(=O)[nH]1,0,4273
5687,CCCCCCCN(CC)CC#CC(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,1,5976
3830,COc1cc2N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C(=O)C=Cc2cn1,O=c1ccc2cnccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,771
1060,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,c1ccccc1,0,134
500,[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,c1ccccc1,0,5610
7662,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccccn5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccccn4)[nH]2)C3)cc1,1,3851
5171,COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,2385
5880,COC[C@H](C)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4ccn(C)n4,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,0,6877
7550,COc1c2CCCC(Cc2ccc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)N5CCN(CCO)CC5,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1,1,4421
1073,Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,O=C(c1ccccc1)N1CCC(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,1,4968
2718,Fc1ccc(CNC(=O)N(C2CCN(CC2)C3CCCC3)c4ccc(Br)cc4)cc1,O=C(NCc1ccccc1)N(c1ccccc1)C1CCN(C2CCCC2)CC1,1,964
1255,CN1CCCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,O=C(CN1CCCNCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,1,7849
387,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21,0,3502
5756,COC(=O)C(CCCN1CCC(CC1)c2ccccc2OC)(C(C)C)c3ccc(Br)cc3,c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,1,5439
2784,CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,O=C(c1ccccc1)N1CCN(c2ncccn2)CC1,0,7025
344,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,c1ccc(Cc2ccccc2)cc1,1,1999
6338,O=C1CS\C(=N/c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\N1c5ccccc5,O=C1CSC(=Nc2cc(-c3ccccc3)cc(-c3ccccc3)n2)N1c1ccccc1,0,371
1611,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NCCO)n2,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,0,8215
5236,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4,O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,4293
2811,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,4435
4211,O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,0,5399
1658,OCCc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F,O=C(C1CC1c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,1998
5058,O[C@H](CNC(=O)C1=NNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1n[nH]c(=O)c2ccccc12,1,3888
4124,CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,c1ccc(OCCCCN2CCCCC2)cc1,0,3374
5004,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3OC)C(=O)Nc4ccc(C)cn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,0,973
6656,Cc1cc(NCc2c(C)cccc2C)c3cccc(C(=O)N)c3n1,c1ccc(CNc2ccnc3ccccc23)cc1,1,7010
5934,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccccn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,7304
5652,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccncc5Cl,O=C(NC(c1ccccc1)c1ccncc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,3986
610,COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccc(Cl)cc4,c1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,1,4109
2947,Cc1ccccc1CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,4842
8264,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc6ccccc6)Cc5sc24)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(Cc1ccccc1)C3,1,7045
3323,C[C@@H]1Nc2cc(ccc2C(=O)N)n3c(CCCNC1=O)c(C)c4C(=O)CC(C)(C)Cc34,O=C1CNc2cccc(c2)-n2c(cc3c2CCCC3=O)CCCN1,0,6518
6765,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)c(Br)ccc5N(CC(F)(F)F)C4=O,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,1,5367
4313,C[C@@H]1[C@H]2CN(CCCC3(CCOCC3)C(=O)O)CC[C@@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,c1ccc2c3c([nH]c2c1)CC1CCN(CCCC2CCOCC2)CC1C3,1,3016
448,CSc1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,C1=Cc2ccccc2C1=Cc1ccccc1,0,7651
3940,COc1cc(\C=C\2/CCCN3[C@H](CON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5,C(=C1CCCN2C1=NOCC2c1ccccc1)c1ccc(-n2ccnc2)cc1,1,7113
1306,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC,C1=CC23CCCN2CCc2cc4c(cc2C3C1)OCO4,0,3150
8224,CCc1nc2ccc(cn2c1N(C)c3nc(cs3)c4ccc(F)cc4)N5CCN(CC(=O)N6CC(O)C6)CC5,O=C(CN1CCN(c2ccc3ncc(Nc4nc(-c5ccccc5)cs4)n3c2)CC1)N1CCC1,0,2161
7337,CNC(=O)c1cc(Oc2ccc3nc(NC(=O)Nc4ccc(Cl)c(Cl)c4)sc3c2)ccn1,O=C(Nc1ccccc1)Nc1nc2ccc(Oc3ccncc3)cc2s1,0,570
59,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,0,3574
4654,COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,c1ccc(Cn2cnc3ccc(Nc4cc[nH]n4)nc32)nc1,0,7420
6740,O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(O[C@@H]6CCOC6)cc45)CC3)nc2N1,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(OC6CCOC6)cc54)CC3)nc2N1,0,5433
6471,FC(F)(F)c1cnc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc2c1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,989
103,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,O=S(=O)(Nc1ncccn1)c1ccccc1,0,3862
100,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,0,5693
3171,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)c5ccncn5)c6cccc(F)c6,c1ccc(CCCN2C3CCC2CC(n2cnc4c2CCN(c2ccncn2)C4)C3)cc1,1,5701
2820,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4,c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,0,4807
5205,C[n+]1c(cccc1C#Cc2ccc(cc2)c3ccccc3)C#Cc4ccc(cc4)c5ccccc5,C(#Cc1cccc(C#Cc2ccc(-c3ccccc3)cc2)[nH+]1)c1ccc(-c2ccccc2)cc1,1,2714
740,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)C(=O)C1,O=C1CNCCN1Cc1ccc2c(c1)Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2,0,4230
6280,Cc1nc(nc(OCCCN2CCCCC2)c1Cl)c3ccccc3,c1ccc(-c2nccc(OCCCN3CCCCC3)n2)cc1,1,4587
2168,N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4ncccc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,c1ccc(C2CCn3c(nc4ncccc43)C2)cc1,0,7708
7623,Fc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,2542
4907,CC(C)C1=NC(C)(N=C1N)c2cccc(c2)c3cccnc3,C1=NC(c2cccc(-c3cccnc3)c2)N=C1,0,5831
5933,CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccccn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,0,828
107,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,O=S(=O)(Nc1ccno1)c1ccccc1,0,5613
952,CC(CCSc1nnc(c2cccc3nc(C)ccc23)n1C)N4CCc5cc6nc(oc6c(C)c5CC4)C(F)(F)F,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,7310
7003,Cc1cc(COc2ccc(F)c(F)c2F)nc(n1)c3ccccn3,c1ccc(OCc2ccnc(-c3ccccn3)n2)cc1,0,6924
3213,Fc1ccc(cc1)C(=O)N2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,O=C(c1ccccc1)N1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1,6715
2503,CC1(C)CC(NC(=O)CCO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,1443
994,CN1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,O=C(CN1CCNCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,1,5632
2778,Cc1ncccc1Oc2ncc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3,O=S(=O)(Nc1cccnc1Oc1cccnc1)c1ccccc1,0,3372
337,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,c1ccc(C2(Cn3cncn3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,0,1927
3478,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(CO)CO,c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,0,4613
1317,C[C@@H]([C@H](N)C(=O)N1CCCC1)c2onc(n2)c3ccc(Cl)cc3Cl.OC(=O)C(F)(F)F,O=C(CCc1nc(-c2ccccc2)no1)N1CCCC1,0,3790
2267,CO\N=C(\c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)/c5ccc(F)c(F)c5,N=C(c1ccccc1)c1ccc(CN2CCC3(CC2)OCc2ccncc23)cc1,1,2812
6460,COc1cc(C)c2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2118
6915,NC(=O)c1cn(nc1Nc2ccc(cc2)[C@H](O)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4,c1ccc(Nc2ccn(C3CCC(N4CCC4)CC3)n2)cc1,0,5350
7580,OC(=O)c1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c5ncccc5c1,c1cnc2c(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,0,4579
6170,CCOC(=O)c1cccc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(c4cn[nH]c4)(c4ccccn4)N3)n2)cc1,1,3533
645,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccccc4)CC3,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,3714
3016,COC[C@H]1CCCN1CCn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,1,20
1114,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,c1ccc(Cc2ccccc2)cc1,1,1872
5646,Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6,O=C(C1CCC(N2CCOCC2)CC1c1ccccc1)N1CC(c2ccccc2)(c2ccccc2)C1,1,3206
5010,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4ccc(cc34)S(=O)(=O)C)CC2)c1Cl,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,0,695
6508,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5SCOc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc4c(cn3)OCS4)(CC1)CO2,0,4082
2783,CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3cnc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,O=C(c1ccccc1)N1CCN(c2cnccn2)CC1,0,1967
6698,COC(=O)CCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4467
8299,CCN(CC)Cc1cc(\C=N\N=C(/N)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F)ccc1O,C(CCc1cc2ccccc2c2ccccc12)=NN=Cc1ccccc1,1,720
4868,CC(C)(C)c1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,O=C(NC1C2CC3CC(C2)CC1C3)c1cnn(-c2ccccc2)c1,0,2788
6309,O[C@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)CCc7ncc(F)c1c67,O=C1COc2ccc(CNC34CCC(CC5CN6C(=O)CCc7nccc5c76)(CC3)OC4)nc2N1,0,7145
3189,C1CN(CCC1C2C(=Nc3ccccc23)c4ccccc4)c5ccccc5,c1ccc(C2=Nc3ccccc3C2C2CCN(c3ccccc3)CC2)cc1,1,3352
5228,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CS(=O)(=O)N)c4ccc(Cl)cc4,O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,2553
3364,CC(C)[C@@]1(CC[C@H](C1)N[C@H]2CCOC[C@H]2O)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1,1,209
6795,Nc1nc(NC2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,c1ccc(-c2cc3ncnc(NC4CCNCC4)c3s2)cc1,1,7314
1927,OCCCN(Cc1ccc(F)cc1)C(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NCc1ccccc1,1,4808
335,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,1,7638
1561,C(CN1CCCCC1)Oc2ccc(Oc3oc4ccccc4n3)cc2,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,1,1067
6890,OCc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ccc(F)cn3)cc1Cl,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1,0,2019
1157,CC(=O)c1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,7138
4080,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)[C@H](C)c5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(Cc1ccccc1)Cc1ccccc1,1,1780
5505,CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)Nc4ncccc34)CC1,O=C1Nc2ncccc2C2(CCN(CC3CCNCC3)CC2)O1,1,284
822,CC1CCC(CC1)c2nnc(SCCCN3CCc4ccc(cc4CC3)c5cc(C)on5)n2C,c1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCCCC4)[nH]2)CC3)no1,1,8174
1796,Cc1cccc2[C@@H](O)C[C@H](CN3CCC(CC3)c4ccccc4C)CCc12,c1ccc(C2CCN(CC3CCc4ccccc4CC3)CC2)cc1,1,245
1282,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)O,c1ccccc1,0,6141
3196,COc1ccc(cc1OC)C2CCN(CCN3CCOc4ccccc34)CC2,c1ccc(C2CCN(CCN3CCOc4ccccc43)CC2)cc1,1,5941
3537,COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(cc4)C(C)(C)C)nn3,c1ccc(Cn2cc(-c3ccc(-n4ccnc4)cc3)nn2)cc1,1,3013
7605,Cc1onc(C)c1S(=O)(=O)NCCN2CC3CN(CCOc4ccc(cc4F)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1cnoc1,0,4119
1619,O[C@H]1CN(C[C@H]2C[C@H](O)c3ncccc3C2)CC[C@@H]1c4ccc(F)cc4Cl,c1ccc(C2CCN(CC3CCc4ncccc4C3)CC2)cc1,0,6695
1779,Cc1ccc(cc1)C23CNCC2C3,c1ccc(C23CNCC2C3)cc1,0,3873
16,C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C,C1=CCCCC1,0,5509
276,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,3767
7137,C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccsc6,c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(-c2ccsc2)c[nH]1)C3,1,4334
3082,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,5139
5354,COc1cccc2nc(ccc12)C#Cc3cccnc3,C(#Cc1ccc2ccccc2n1)c1cccnc1,0,2781
217,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,c1ccccc1,0,5313
4312,COc1c(cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc1C(C)(C)C)C(C)(C)C,c1ccc(CN2CCC(CNCCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,7459
4099,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CC[C@@H](CN(Cc5ccccc5)C4=O)c6ccccc6,O=C1C(n2cc(-c3ccc(-n4ccnc4)cc3)nn2)CCC(c2ccccc2)CN1Cc1ccccc1,1,6091
4009,CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)c5cccnc45)nc3C2=O)C)C1,O=c1c2nc(Oc3cccc4cccnc34)cnc2ncn1CC1CCCNC1,0,1035
3868,CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,1,3967
8069,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc5sc24)C6COC6)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(C1COC1)C3,1,3903
2615,OC(Cc1ccccc1)(c2cccnc2)c3cccnc3,c1ccc(CC(c2cccnc2)c2cccnc2)cc1,0,805
412,COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1,1,4925
1220,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6nc(oc6c(C)c5CC4)C(C)(C)C)n3C,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,7282
837,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc(Cl)c5)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)cc1,1,7693
7469,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,2620
2742,CC1(C)C[C@@H](NC(=O)c2ccc3[nH]ncc3c2)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)c1ccc2[nH]ncc2c1,1,1903
7978,NC(=O)c1cn(nc1Nc2ccccc2)[C@H]3CCCC[C@@H]3C#N,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1,0,7284
3772,COc1ccccc1CN2CCC(CNC(=O)c3cc(CC(C)C)n(n3)c4ccccc4)(CC2)C#N,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccn(-c2ccccc2)n1,1,6605
1820,O=C1[C@H]2CCN1[C@@H]3CCOc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34,O=C1C2CCN1C1CCOc3ccc(cc31)Oc1cccc(c1)Cn1cncc1CN2,1,7189
1116,CC1=C(CCN2CCC(CC2)C3NOc4cc(F)ccc34)C(=O)N5CCCCC5=N1,O=c1c(CCN2CCC(C3NOc4ccccc43)CC2)cnc2n1CCCC2,1,2552
7173,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4F)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,4015
7859,Cl.Cl.CCCCc1cc(OC2CCN(CCCCN(C)S(=O)(=O)CC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,6060
243,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,c1ccccc1,0,6987
8324,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(F)c4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,118
1115,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc3cc(F)ccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F,O=C(NCc1ccccc1)C1CCCN1C(=O)CCCc1ccccc1,0,4168
